"","Year","Feature","No_mean","No_sd","Yes_mean","Yes_sd","MeanDecreaseAccuracy_mean","MeanDecreaseAccuracy_sd","MeanDecreaseGini_mean","MeanDecreaseGini_sd"
"1","pre2013","bp_sys_mean",20.5630714694744,0.43499803114644,19.5218103217365,0.519584462868676,22.4632647001485,0.528898155648271,879.151765925207,36.1749896398625
"2","pre2013","bp_cat_meds_excluded_SBPof140to160orDBP90to100mmHg",16.4817065491388,0.692837669293387,20.6741226762498,0.474991914127977,20.9067831219377,0.552793864074353,646.75374389088,36.5004389700413
"3","pre2013","BPXSY3",17.044354790634,0.839593842914294,16.7592633369616,0.455221607019071,19.8239487618416,0.496456230536228,597.031618530327,56.2786252987447
"4","pre2013","BPXSY2",17.2129647257395,0.379983145362247,16.3935811209915,0.602254279554196,19.6062714805139,0.57444555643237,641.354809842158,23.2777560552865
"5","pre2013","BPXSY1",16.4399989270878,0.784164554680511,15.5484376303271,0.704757191103924,19.0155702191256,0.850935506817054,533.712420972192,44.7974790175535
"6","pre2013","bp_dia_mean",15.3805349263878,0.946622131103704,16.2314074518285,0.619168692331744,17.9352139481149,0.664886199511972,188.717595669793,16.0542257885078
"7","pre2013","bp_cat_meds_excluded_SBPof130to140orDBP80to90mmHg",17.84396539275,0.655135647839721,14.419066586247,0.536572857748096,17.5300900628371,0.76313072285828,400.905151993283,22.3772466288975
"8","pre2013","BPXDI2",13.2400524138874,0.954635930588223,14.5560112073845,0.566485983799884,16.2321550823096,0.522588985231854,125.161928702249,11.8955475424886
"9","pre2013","BPXDI3",12.2078442993517,1.06710195651536,14.1931256640831,0.512620854557265,15.8126099704284,0.471288450526219,99.0881718702314,6.65393292911495
"10","pre2013","BPXDI1",12.7315597288265,1.00761978451546,13.8173211776362,0.820594764289968,15.6652844726808,0.87659928291401,97.9859057221203,15.40009687516
"11","pre2013","BPXML1",12.4584332164321,0.322282523567064,11.7778551499728,0.889589491873739,14.5176824075971,0.757986607772201,293.674401108129,26.8450330455129
"12","pre2013","bp_cat_meds_included_SBPof140to160orDBP90to100mmHg",9.14485459913098,0.549053591411538,13.4759888841193,0.457830032395298,13.7950714935911,0.496831404580683,254.863642479568,23.9218017584267
"13","pre2013","bp_cat_meds_included_SBPof130to140orDBP80to90mmHg",12.7667317094518,0.288760847074083,10.1509294020467,0.229708083243124,12.5662557346576,0.266120880275405,175.749175879783,17.8994610612674
"14","pre2013","bp_cat_meds_excluded_SBP160plusorDBP100plusmmHg",8.89915610316659,0.387281555799347,11.6131689668102,0.542623146133368,12.0971540490112,0.583567390371864,126.43469445346,6.51262231769374
"15","pre2013","demo_age_years",8.57460097731432,0.741899717016613,9.00585065849985,0.628819840545688,10.1077908803577,0.708816223708872,20.680912101088,2.40519767326091
"16","pre2013","bp_med_recommended_jnc7_No",10.1501904275878,0.573325188841372,5.43266052794323,0.699059503690325,10.0943227491082,0.733555336828958,108.64415380106,10.8523379322625
"17","pre2013","bp_med_recommended_jnc7_Yes",9.86716131526121,0.316193738463981,5.41881627685785,0.783526585252402,9.88953241020007,0.395872426796708,103.691348122336,13.0478888948548
"18","pre2013","BPXPLS",8.1690997970056,0.71627179833404,7.72355485335304,0.605723279898251,9.68632615959017,0.795002641736956,5.68632377721514,0.480309955328092
"19","pre2013","LBXPLTSI",7.77823675165431,0.880770969164946,7.44124219885805,0.567992849909644,9.60883642725697,0.896241125441477,5.0461150479947,0.554872932238763
"20","pre2013","LBXMOPCT",7.69566427540059,0.727086078160017,7.42222381643636,0.48146248503946,9.59858854380472,0.564518721463348,4.28180721808647,0.386934975409126
"21","pre2013","URXUCR",8.03690034164315,1.02440248927354,7.4919085023094,0.659199177774319,9.43368121901962,0.984229404983656,5.61424816297,0.602896581511395
"22","pre2013","LBXMPSI",7.28565999758069,0.660668783833507,7.32064626603463,0.804675501793135,9.20161776953077,0.584576000524935,4.06503075911043,0.193344329323612
"23","pre2013","LBDTCSI",7.85276565695394,0.801880667334011,7.94712545282993,0.669774234752798,9.14430168969598,0.743748865436493,6.92821470388798,1.02423462638079
"24","pre2013","bp_cat_meds_excluded_SBPof120to130andDBP80mmHg",8.833773382456,0.450389108207512,6.29701469225718,0.63898144574715,9.14418498329482,0.566487759283089,39.6753901113748,4.18150154672583
"25","pre2013","LBXWBCSI",7.20139755986918,0.927470135549173,7.2373324805089,0.710411707481447,9.1395589896986,0.732982384949302,4.00522124640395,0.298697191227488
"26","pre2013","BMXHT",7.62960775472394,0.475503282833428,7.45212198888374,0.393057809825498,8.96861575404338,0.527268376856696,9.63821654025157,1.05816592119664
"27","pre2013","LBXLYPCT",7.5974678803906,0.774098115963091,6.71617700496832,0.748057749399901,8.91486064924135,0.772874217669199,4.30047219110562,0.419019714738065
"28","pre2013","bp_cat_meds_included_SBP160plusorDBP100plusmmHg",5.02294026597614,0.527337811468308,8.76839253593818,0.293602928132439,8.90557417854805,0.538299011596988,40.3828335342796,3.76782622931956
"29","pre2013","URXUMA",7.53302282137894,0.635470437376477,7.60864225825893,0.819347461088549,8.84491196886226,0.707750418840278,9.76400117145047,0.987984950791313
"30","pre2013","LBXEOPCT",6.77524280731051,0.799365672670189,6.90428805545194,0.966059709937292,8.76256230573902,0.952129061272708,4.05553572993247,0.204940628992047
"31","pre2013","BMXLEG",7.78059180430222,0.486682247311507,7.29629357523217,0.844378407470466,8.72524895441268,0.955507198109918,7.6980139986784,1.14986569453446
"32","pre2013","LBDHDD",7.69010716467317,0.637144468117234,7.18735566388445,0.767021262008762,8.69736133901739,0.766986619199931,6.31350722999549,0.714061426820862
"33","pre2013","LBDNENO",6.96102086696261,0.737509626042669,6.55887363954336,0.724567675801251,8.66945475856695,0.871098456543425,3.8347426138581,0.281498206398904
"34","pre2013","BMXARML",7.3583669695494,0.533675711453576,6.97091693756668,0.90625798899559,8.64457064990522,0.829308856287175,5.63644006572102,0.791947992867627
"35","pre2013","LBXNEPCT",6.77491644175834,1.00075157085395,6.98029514088841,1.10055807377483,8.64395672673977,1.01637199220618,4.18552367940149,0.343850236775556
"36","pre2013","bp_cat_meds_excluded_SBP120andDBP80mmHg",8.27541790215255,0.316841652284476,5.6023882220932,0.59999122211151,8.57176100006439,0.636470715111288,55.4036357497602,6.99713113200651
"37","pre2013","LBXGH",6.65474465913714,0.875300306235981,7.54382900447607,0.410011811036643,8.51342177096632,0.700854935923678,5.79580501290032,0.516268527808356
"38","pre2013","BMXBMI",6.62588439048062,0.961996997207091,6.90729009395915,1.05635288207084,8.49693891631784,1.19213311776329,6.12597950332975,0.582496222855493
"39","pre2013","HOD050",6.38830790334799,0.575774440195295,6.99052815183385,0.735941625481725,8.4786684562911,0.501303963659495,3.15650958784772,0.271639410132487
"40","pre2013","bp_med_recommended_accaha_Yes",8.14796009830504,0.443010119068826,5.07476531958462,0.929106819458308,8.45160488880014,0.414102317572862,62.0627314467354,10.0725025941115
"41","pre2013","BMXWAIST",7.25018551763186,0.722104496836378,6.54869258643969,0.905768543004746,8.41664504448454,0.881833980754931,5.80334669037597,0.51451206332439
"42","pre2013","LBXRBCSI",6.92585651253191,0.839039089313049,6.94522623359185,1.01789624184761,8.41088619222308,0.938836046806055,4.49820734674959,0.251522068849318
"43","pre2013","BMXARMC",7.10059750629992,0.818836969411103,7.04198322823704,0.725557877121522,8.38062190733374,0.619976365874875,8.28948992978494,1.29819456711495
"44","pre2013","WHD120",6.84844886016967,0.842987707900964,7.00083314322646,0.604666583626977,8.36517718186153,0.798855000194651,5.23912207411836,0.672248175464814
"45","pre2013","bp_med_recommended_accaha_No",8.05142376461548,0.4412259820282,5.39524037963205,0.813778208895984,8.33927670754761,0.45020293708605,67.1436949658664,10.637076663079
"46","pre2013","LBXBAPCT",6.78990502661933,0.87030344778973,6.41901928064023,0.967404064142484,8.30493439820772,0.962423628034065,3.49835681533128,0.316944214294294
"47","pre2013","LBDLYMNO",6.45586577724821,0.783589437864843,6.53646473153505,0.584426948802827,8.2245795639281,0.525182263776373,3.40603781147788,0.391505937673904
