Feature,Importance,f1-score
PUQ100,0.21854131409372363,
cc_cvd_any,0.11320866160115453,
bp_dia_mean,0.08482335339594023,
BPQ020,0.06676882989712339,
DS1DSCNT,0.06275801191918023,
cc_cvd_ascvd,0.06243494824356221,
bp_cat_meds_excluded,0.061838015695948836,
BPXSY2,0.03384675733523021,
HUQ030,0.03139615343396344,
htn_resistant_jnc7,0.02797233439919083,
BPXSY3,0.02545138314738587,
bp_med_pills_gteq_2,0.020853977985023975,
cc_ckd,0.018482418783683074,
BPXDI1,0.0183022369090449,
bp_med_use,0.01624559047852312,
HOD050,0.015925415234674636,
cc_smoke,0.01357037243219285,
htn_resistant_accaha_thz,0.008996898728506378,
LBXMC,0.008458882400646638,
DSD010AN,0.008304235141847228,
bp_cat_meds_included,0.007158279926952235,
demo_age_cat,0.006478339020343026,
bp_med_ace,0.005632801279802607,
MCQ092,0.0055543407794999295,
BMXARML,0.004169910042923373,
HSQ590,0.003794185159259148,
HUQ090,0.0037471962496504058,
DPQ010,0.0035810879727626904,
LBXHCT,0.003567772371834233,
bp_med_n_class,0.003103843841150711,
bp_med_ccb_dh,0.0030990189809446712,
BPQ030,0.002913861790842903,
WHQ070,0.0027876908693832076,
cc_cvd_mi,0.00226394414553954,
LBXHA,0.0021958347483472577,
LBXLYPCT,0.0018088614928190984,
BPXDI2,0.0016957234089846512,
bp_med_vasod,0.0015829613905076647,
URXUCR,0.0013021741927215823,
BMXHT,0.000937086954618101,
LBXGH,0.0008376332967439872,
DR1DRSTZ,0.000817961589883636,
MCQ160C,0.0007840584523836606,
LBXWBCSI,0.0006343391130966811,
IMQ020,0.0006229437570005383,
LBDBANO,0.0006133452223977971,
OSQ010C,0.0006007777077593436,
BPAARM,0.000597417534635338,
svy_psu,0.0005954974799575111,
HOQ065,0.0005820826136584776,
bp_med_recommended_accaha,0.0005279376565042933,
demo_race,0.0004962043168577073,
bp_med_central,0.000493069722856393,
LBXMOPCT,0.0004613071528501931,
OSQ010B,0.00045424490174876726,
LBXMCHSI,0.0004354385555389595,
cc_cvd_chd,0.00041882030062319537,
BPQ040A,0.00039597218097893184,
demo_pregnant,0.00035166128133170947,
DR1EXMER,0.0003364417819821582,
MCQ220,0.0003313255948282977,
LBXNEPCT,0.00030953937189056815,
demo_age_years,0.0002840103105631944,
WHD130,0.0002428087718658803,
BMXWAIST,0.00022739887716391368,
LBDHDD,0.00022104094443892668,
LBXRDW,0.00020380508144355838,
LBDLYMNO,0.00018978470974275187,
