Feature,Importance,f1-score
bp_med_pills_gteq_2,0.14140581757015855,
BPXSY3,0.1127058964658926,
BPAEN2,0.10379258118606455,
BPXDI2,0.08730648431835503,
cc_cvd_ascvd,0.08191728054975476,
bp_med_n_pills,0.07351390725513676,
MCQ160F,0.07168850143227966,
DR1DAY,0.0644965386293076,
SEQN,0.059022696204960916,
cc_diabetes,0.03098973651668245,
cc_cvd_any,0.023009009112688474,
SMQ020,0.0156062895336324,
htn_aware,0.01271046199853628,
BPQ020,0.0108241157208859,
BPXDI1,0.01056190243850689,
cc_cvd_mi,0.010284605340216288,
MCQ010,0.007126156917048218,
MCQ160C,0.006380999606997899,
SMAQUEX,0.0059192254036157495,
BMXWT,0.0048750945685676495,
bp_med_recommended_accaha,0.004710006864489488,
BPXSY1,0.004682414844965248,
htn_resistant_jnc7,0.0040716842047614854,
BMXWAIST,0.0036470885889941973,
bp_med_ace,0.002920906471717615,
WHD010,0.002732096920043355,
DSD010AN,0.0025696865022426835,
htn_resistant_jnc7_thz,0.0023134153606350566,
bp_med_diur_thz,0.002210071288763247,
bp_med_beta,0.002178022466713212,
BPXDI3,0.002116401057367842,
BPQ090D,0.002062095749881233,
demo_race_black,0.0020565493589620506,
DR1EXMER,0.0019924388693715466,
DR1DRSTZ,0.0019254721055875072,
bp_med_ccb,0.0017611740939533413,
LBXHA,0.0015891318934817726,
LBDEONO,0.0015279434534923155,
BPAEN3,0.0014404381258422798,
bp_med_aldo,0.0012131993377524812,
DPQ010,0.0012120739716128081,
bp_med_ccb_ndh,0.0010427555643297446,
MCQ160A,0.0010268736166160124,
MCQ160L,0.000845733917861453,
WHD020,0.0008081867552773007,
demo_race,0.0007977174312518944,
LBXHGB,0.0007585056888677764,
LBXHCT,0.0006991893954935865,
DPQ040,0.0006357733059047034,
URXUCR,0.00056088322431974,
OSQ010B,0.0004847912358276456,
HUQ030,0.00048334923136199976,
demo_gender,0.0004577938307687064,
LBDNENO,0.00043256544232409683,
bp_med_combination,0.0004305814196919776,
DPQ050,0.00036276103364547065,
LBDTCSI,0.0003609396288762032,
bp_med_diur_loop,0.0003601852192147634,
BPQ030,0.00031687350623380717,
BPACSZ,0.00031515203827960347,
BMXBMI,0.00027001867446772556,
WHD120,0.00023609924569023647,
ALQ130,0.00017412788938989826,
cc_ckd,0.00016911118150756915,
OSQ010C,0.00016667271949240314,
DPQ030,0.0001529898445056217,
bp_med_recommended_jnc7,0.00015292941955566674,
BMXARML,0.00014793051838387532,
bp_med_alpha,0.00014261335567547812,
DPQ020,0.00012513672405626606,
DPQ070,0.00012111895827716664,
DPQ090,0.00012000410743737043,
LBXNEPCT,0.00011023959022138515,
MCQ092,0.00010548756031101959,
LBXMCVSI,0.00010327603431892142,
BPQ040A,0.00010286285064687123,
BPXPLS,9.009791226052164e-05,
cc_bmi,8.937967395067973e-05,
bp_med_n_class,8.871643816308453e-05,
LBDBANO,8.022213328166735e-05,
DS1AN,7.292483991370188e-05,
HOD050,7.132894309127588e-05,
INDFMMPC,6.332574596768603e-05,
WHQ030,5.826334112127523e-05,
LBXLYPCT,5.568993799890987e-05,
DBQ330,4.813362122173471e-05,
bp_dia_mean,4.694190858397911e-05,
PFQ090,4.587020134722357e-05,
SLQ050,4.020233550106437e-05,
MCQ220,3.6854984636863854e-05,
MCQ053,3.6470743851503113e-05,
DPQ060,3.373096378965245e-05,
URXUMA,3.372443928076585e-05,
MCQ160D,3.29850093427305e-05,
demo_age_cat,3.0508563507926712e-05,
