"term","estimate","std.error","or","statistic","p.value","conf.low","conf.high","significant"
"(Intercept)",0.223040814793095,0.471571524577771,1.24987158594513,0.472973458252803,0.636339646681514,-0.701239373379336,1.14732100296553,FALSE
"demo_age_years",-0.00571110956379437,0.00453058276614892,0.99430516782038,-1.26056842101329,0.207624193237816,-0.0145910517854463,0.00316883265785752,FALSE
"demo_genderWomen",0.584427657457586,0.11076701054571,1.79396392987746,5.27618877297779,1.47901424642009e-07,0.367324316787995,0.801530998127177,TRUE
"raceNon-Hispanic Asian",-0.160063932209841,0.221940193972183,0.852089311272139,-0.721202993225745,0.470877899228313,-0.595066712395319,0.274938847975638,FALSE
"raceNon-Hispanic Black",-0.167407098777793,0.143706495369704,0.845855194620213,-1.16492367548952,0.244201512789437,-0.449071829702412,0.114257632146827,FALSE
"raceNon-Hispanic White",0.127527971967496,0.135405891225014,1.13601664441739,0.941819966721928,0.346408319679218,-0.137867574833532,0.392923518768523,FALSE
"raceOther",-0.0593333044088618,0.287348185047211,0.942392613192368,-0.206485746200601,0.836434469202133,-0.622535747101395,0.503869138283671,FALSE
"HIQ011Yes",0.581498311713383,0.182144687604789,1.78871647882581,3.19250766717444,0.00143420786678481,0.224494724007996,0.938501899418769,TRUE
"cc_diabetesYes",-0.267361283719724,0.12025714261927,0.765396496214098,-2.22324660220957,0.0263239272461071,-0.503065283253494,-0.0316572841859547,TRUE
"cc_ckdYes",-0.985298629077937,0.12555426686811,0.373327723774527,-7.84759175180369,7.13064531147514e-15,-1.23138499213943,-0.739212266016442,TRUE
"cc_cvd_chdYes",0.64385101082458,0.241159513870204,1.90379832844437,2.66981385263163,0.00765604826821414,0.17117836363898,1.11652365801018,TRUE
"cc_cvd_hfYes",0.18382070017364,0.236160626099717,1.20180032118824,0.77837149744015,0.43647466121338,-0.279054126981806,0.646695527329087,FALSE
"cc_cvd_anyYes",-0.0448806936124917,0.228099582420302,0.956111545243236,-0.196759209886642,0.844037755075878,-0.491955875156284,0.402194487931301,FALSE
"weight_change",-0.00678284125875623,0.002696452416503,0.993240110287465,-2.5154685531417,0.0120812485125631,-0.0120678879951021,-0.00149779452241036,TRUE
"LBXTC",-0.00726775102966243,0.00136615645087216,0.992758595208249,-5.31985266037626,2.08445563970194e-07,-0.00994541767337186,-0.004590084385953,TRUE
"phq9_categoryMinimal",0.079033122215774,0.137828652693743,1.08224016766902,0.573415764219843,0.566433803199083,-0.191111037063962,0.34917728149551,FALSE
"phq9_categoryModerate",0.14335942886912,0.263462211997366,1.15414455999749,0.544136587111601,0.586413762243044,-0.373026506645717,0.659745364383956,FALSE
"phq9_categoryModerately Severe",0.231412471384742,0.325834834259718,1.26037900252063,0.710214031935844,0.477661310453671,-0.407223803764306,0.87004874653379,FALSE
"phq9_categorySevere",-0.26644368890939,0.473401126426481,0.766099142389813,-0.562828590883737,0.573620102343401,-1.19430989670529,0.661422518886513,FALSE
"cc_bmi25 to <30",0.3381639851804,0.159424562446413,1.40237045252233,2.12115360388125,0.0340471635474498,0.0256918427854302,0.65063612757537,TRUE
"cc_bmi30 to <35",0.683774958258006,0.17235168017091,1.98134312017462,3.96732400624091,7.70668567754467e-05,0.345965665123023,1.02158425139299,TRUE
"cc_bmi35+",0.450559792988589,0.178553478355172,1.56919036143096,2.52338849480351,0.0117204620135394,0.100594975412452,0.800524610564727,TRUE
"FSDADlow food security: 3-5",-0.063442766473244,0.15238258083829,0.938527833021379,-0.416338705672469,0.677210652259546,-0.362112624916292,0.235227091969804,FALSE
"FSDADmarginal food security: 1-2",-0.149850341696334,0.158898291352318,0.860836798160142,-0.943058231910609,0.345775329675807,-0.461290992746877,0.161590309354209,FALSE
"FSDADvery low food security: 6-10",-0.147018566529318,0.182945519853838,0.863277949192172,-0.803619387054555,0.42172083098939,-0.50559178544284,0.211554652384204,FALSE
"cc_smokeFormer",0.046785512693288,0.122448514794279,1.04789722432042,0.38208313732421,0.702443907353427,-0.193213576303498,0.286784601690074,FALSE
"cc_smokeCurrent",0.0923027432157412,0.14883532311946,1.09669678934056,0.620166915226543,0.535224576207784,-0.1994144900984,0.384019976529882,FALSE
