"term","estimate","std.error","or","statistic","p.value","conf.low","conf.high","significant"
"(Intercept)",-0.971475666943107,0.383411476115509,0.378524050336699,-2.5337678381083,0.0114555159414704,-1.72296216012951,-0.219989173756708,TRUE
"demo_age_years",-0.0036786962646035,0.00353273202324004,0.996328061848945,-1.04131766587537,0.297819243539273,-0.010602851030154,0.00324545850094699,FALSE
"demo_genderWomen",0.173720150900926,0.0856557113069265,1.18972257643798,2.02812104704194,0.042637549841268,0.00583495673935,0.341605345062502,TRUE
"raceNon-Hispanic Asian",0.223641055020429,0.166116386270952,1.25062203435214,1.3462913565652,0.178308495560983,-0.101947062070636,0.549229172111495,FALSE
"raceNon-Hispanic Black",-0.00112824442447628,0.123015851729008,0.998872391803968,-0.00917153690860667,0.99268292583314,-0.242239313813331,0.239982824964379,FALSE
"raceNon-Hispanic White",0.284461021952391,0.118492074247035,1.32904550869124,2.40067551994524,0.016423267658252,0.0522165564282021,0.51670548747658,TRUE
"raceOther",0.177760283111474,0.216547356341981,1.19453893575355,0.820884106434192,0.411775652111448,-0.24667253531881,0.602193101541757,FALSE
"HIQ011Yes",0.575219570314304,0.152266577909979,1.77752077486426,3.77771391601364,0.000161241992536552,0.276777077610745,0.873662063017862,TRUE
"cc_ckdYes",-0.87964057344007,0.106605767157102,0.414932022472229,-8.25134133825768,2.84635087836681e-16,-1.08858787706799,-0.67069326981215,TRUE
"URXUMS",-0.00062003167222039,0.000229288127761112,0.999380160507696,-2.7041595143835,0.00801181572635187,-0.00106943640263217,-0.000170626941808611,TRUE
"LBXSBU",0.0460814202487668,0.00715998231458363,1.04715966748671,6.43596844574701,3.16550292747094e-10,0.0320478549121829,0.0601149855853507,TRUE
"LBXSTR",0.000381969890646904,0.000457302051961114,1.00038204285043,0.835268263085303,0.404453632777383,-0.000514342131196879,0.00127828191249069,FALSE
"LBDMONO",0.298546253266793,0.184254334809713,1.34789788043526,1.62029432618296,0.10601392506724,-0.0625922429602434,0.65968474949383,FALSE
"LBXBPB",-0.0981070214774937,0.0390728206308758,0.906551878040683,-2.51087635582593,0.01211764682714,-0.17468974991401,-0.0215242930409771,TRUE
"LBXTC",-0.00556551909160085,0.00107706710282916,0.994449939717716,-5.16729094870854,3.50705224807731e-07,-0.00767657061314601,-0.0034544675700557,TRUE
"phq9_categoryMinimal",-0.0328955802504999,0.10869109995933,0.96763959499801,-0.302652013484165,0.762175262511996,-0.245930136170787,0.180138975669787,FALSE
"phq9_categoryModerate",0.24116240351051,0.176001992125602,1.27272771397378,1.3702254195987,0.170716181099808,-0.10380150105567,0.586126308076689,FALSE
"phq9_categoryModerately Severe",0.248519420986784,0.272289280405118,1.28212572227423,0.912703653324257,0.361469712815632,-0.285167568607247,0.782206410580815,FALSE
"phq9_categorySevere",0.56386890169435,0.368941986662332,1.75745879939579,1.52834028676281,0.126532103792169,-0.159257392163821,1.28699519555252,FALSE
"cc_bmi25 to <30",0.239717975082835,0.135040448575228,1.27089067693668,1.77515683346752,0.0760128802348632,-0.024961304124611,0.504397254290281,FALSE
"cc_bmi30 to <35",0.258493321794864,0.155044606230834,1.29497750169859,1.66721905443143,0.0955725638575696,-0.0453941064175706,0.562380750007299,FALSE
"cc_bmi35+",0.197063493506467,0.161906886108031,1.21782136199971,1.21714090267278,0.223642739373641,-0.120274003265273,0.514400990278208,FALSE
"WHQ030Overweight",0.220933684830458,0.105128718568115,1.24724071684191,2.1015540552538,0.0356805958162522,0.0148813964369524,0.426985973223964,TRUE
"WHQ030Underweight",-0.0692165390927232,0.218269996796359,0.933124600245565,-0.317114308464946,0.751178229252658,-0.497025732813587,0.35859265462814,FALSE
