"term","estimate","std.error","or","statistic","p.value","conf.low","conf.high","significant"
"(Intercept)",1.01309349837058,0.366403274588759,2.75410767817358,2.76496846134263,0.00577511093704565,0.294943080176615,1.73124391656455,TRUE
"demo_age_years",-0.0117527537650124,0.00359861084292848,0.988316040076081,-3.26591406461952,0.00113900465167782,-0.0188060310171522,-0.00469947651287261,TRUE
"demo_genderWomen",-0.000717318214756425,0.0867942155779801,0.99928293899645,-0.00826458549086087,0.993407445216175,-0.170833980747597,0.169399344318085,FALSE
"demo_raceNon-Hispanic Black",-0.248561591036039,0.119975503133506,0.779921823162685,-2.07176952414565,0.0384720555234895,-0.483713577177711,-0.0134096048943667,TRUE
"demo_raceNon-Hispanic Asian",0.15871106655345,0.194035558478923,1.17199926796742,0.817948358525686,0.413510537695731,-0.22159862806524,0.53902076117214,FALSE
"demo_raceHispanic",-0.0971101862717509,0.124808182850864,0.907456011429675,-0.778075475930853,0.43660758475681,-0.341734224659444,0.147513852115942,FALSE
"demo_raceOther",-0.2174732273449,0.172554473670977,0.804549144548248,-1.26031636687422,0.208067010348492,-0.555679995740014,0.120733541050215,FALSE
"HIQ011Yes",0.674941067622902,0.186920999405871,1.96391723424838,3.6108359668962,0.00031198408456617,0.308575908787395,1.04130622645841,TRUE
"cc_cvd_anyYes",0.197952028452136,0.115718609061818,1.21890391971138,1.71063262907341,0.0892364791090851,-0.0288564453090272,0.4247605022133,FALSE
"cc_diabetesYes",0.272878550458506,0.101167429506102,1.31374068193205,2.69729646973038,0.00707780265757428,0.0745903886265459,0.471166712290465,TRUE
"LBXBPB",-0.135552120115314,0.0535692922116667,0.87323364870392,-2.53040715153957,0.0158017852926458,-0.240547932850181,-0.0305563073804476,TRUE
"LBXTC",-0.00382534491096533,0.00103742702019548,0.996181962400247,-3.6873388069693,0.000250117848423675,-0.00585870187054848,-0.00179198795138218,TRUE
"phq9_categoryMinimal",-0.253831100802724,0.115226332147684,0.775822826833854,-2.20289144045124,0.027821213926793,-0.479674711812184,-0.0279874897932643,TRUE
"phq9_categoryModerate",-0.0920362911755019,0.195879940545991,0.912072048777669,-0.469860726519326,0.638569771734138,-0.475960974645645,0.291888392294641,FALSE
"phq9_categoryModerately Severe",-0.0525944598888323,0.248769128580521,0.94876469661514,-0.21141875677636,0.832598254152947,-0.540181951906654,0.434993032128989,FALSE
"phq9_categorySevere",0.342942087392776,0.366744823773134,1.40908715565247,0.935097280622881,0.350124463268894,-0.375877767202567,1.06176194198812,FALSE
"cc_bmi25 to <30",0.337273325656793,0.120119443551871,1.40112197399034,2.80781625092318,0.0050364706300445,0.101839216295126,0.57270743501846,TRUE
"cc_bmi30 to <35",0.578780938005297,0.128670071667616,1.78386246576565,4.49817840702242,7.24872394941036e-06,0.32658759753677,0.830974278473823,TRUE
"cc_bmi35+",0.453866470105999,0.130950139729,1.57438775560842,3.46594872709011,0.000543678856443922,0.197204196237159,0.710528743974838,TRUE
