"term","estimate","std.error","or","statistic","p.value","conf.low","conf.high","significant"
"(Intercept)",0.29687793792577,0.468804936462118,1.34565103646646,0.633265383607492,0.526678317756108,-0.621979737539982,1.21573561339152,FALSE
"demo_age_years",-0.00571332315702262,0.00455581303764072,0.99430296683563,-1.25407322684632,0.209985885953796,-0.0146427167107984,0.00321607039675319,FALSE
"demo_genderWomen",0.586048614424601,0.110879595509657,1.79687422630357,5.28545050810146,1.40853877195476e-07,0.368724607225673,0.803372621623529,TRUE
"raceNon-Hispanic Asian",-0.160058302569473,0.221750555034922,0.852094108242025,-0.721794371807847,0.470512779422842,-0.594689390437919,0.274572785298974,FALSE
"raceNon-Hispanic Black",-0.166578579506827,0.143781881220283,0.846556292345785,-1.15855056348594,0.246790009532109,-0.448391066698582,0.115233907684928,FALSE
"raceNon-Hispanic White",0.126156384712152,0.135489880582241,1.13445956654424,0.931112967035031,0.351917144341278,-0.139403781229039,0.391716550653343,FALSE
"raceOther",-0.0621507246402794,0.288067940887364,0.939741233956627,-0.215750230479763,0.829206929147448,-0.626763888779512,0.502462439498953,FALSE
"HIQ011Yes",0.580758768742089,0.182430880008293,1.78739413515152,3.18344552586541,0.00147963447323182,0.223194243925835,0.938323293558344,TRUE
"cc_diabetesYes",-0.271404034180074,0.120012497001869,0.762308435511986,-2.26146477208824,0.0238467462769377,-0.506628528303738,-0.0361795400564094,TRUE
"cc_ckdYes",-0.987735537547811,0.126068001179984,0.372419065890143,-7.83494247789055,7.92479548528766e-15,-1.23482881986058,-0.740642255235043,TRUE
"cc_cvd_chdYes",0.63791479135066,0.241160667715215,1.89253044114743,2.64518587294662,0.00823405897136871,0.165239882628839,1.11058970007248,TRUE
"cc_cvd_hfYes",0.197951733434183,0.24105317413603,1.2189035601129,0.821195299102248,0.411810796050148,-0.274512487872435,0.670415954740802,FALSE
"cc_cvd_anyYes",-0.0555975085190771,0.229911960498078,0.94591978393613,-0.241820862205826,0.80894922611288,-0.50622495109531,0.395029934057156,FALSE
"weight_change",-0.00631996196922651,0.0026883756037252,0.993699966984907,-2.35084783557369,0.0188686611607804,-0.0115891781525279,-0.00105074578592511,TRUE
"LBXTC",-0.0076757857866179,0.00132512403705358,0.992353597828261,-5.79250362380043,9.24157874517823e-09,-0.0102730288992429,-0.00507854267399289,TRUE
"phq9_categoryMinimal",0.0857402874204735,0.13795185289771,1.0895233286433,0.621523275109971,0.53433267456424,-0.184645344259038,0.356125919099985,FALSE
"phq9_categoryModerate",0.148242064067726,0.263772546343217,1.15979360674483,0.562007176724281,0.574179954182182,-0.368752126764979,0.665236254900431,FALSE
"phq9_categoryModerately Severe",0.233614602797884,0.326613627865318,1.26315758098915,0.715262875969819,0.474537294705153,-0.40654810781814,0.873777313413908,FALSE
"phq9_categorySevere",-0.245948978504903,0.475064618652148,0.781962120784207,-0.517716893341181,0.60471819254341,-1.17707563106311,0.685177674053308,FALSE
"cc_bmi25 to <30",0.336526410637425,0.159843349748182,1.40007584567711,2.10535134034409,0.0354062139360028,0.023233445130988,0.649819376143862,TRUE
"cc_bmi30 to <35",0.696201960951839,0.171225306328709,2.00611890197637,4.06599921401401,5.0166943796623e-05,0.360600360547569,1.03180356135611,TRUE
"cc_bmi35+",0.456923199018024,0.179109615495999,1.5792075948979,2.55108134620629,0.0108400915225898,0.105868352645866,0.807978045390181,TRUE
"FSDADlow food security: 3-5",-0.0622368726320605,0.152669842722682,0.939660280623561,-0.407656623745339,0.683573267616226,-0.361469764368518,0.236996019104397,FALSE
"FSDADmarginal food security: 1-2",-0.160458986001859,0.158983493823196,0.851752756641551,-1.00928078848427,0.312972671334141,-0.472066633895324,0.151148661891606,FALSE
"FSDADvery low food security: 6-10",-0.149880367379746,0.183250069403582,0.860810951335007,-0.817900740051869,0.413520528247582,-0.509050503410767,0.209289768651274,FALSE
"cc_smokeFormer",0.0464521032522887,0.122534431294069,1.04754790372927,0.379094290165749,0.704661525839391,-0.193715382084086,0.286619588588663,FALSE
"cc_smokeCurrent",0.0938072798414942,0.149124542400541,1.09834805170834,0.629053262001184,0.52939254686397,-0.198476823263566,0.386091382946554,FALSE
